"Town Name, State",Town Name,State,Longitude,Latitude,Coastal,Inland,Urban,Remote,Year Settled,Year Settled,Year Abandoned,Duration (years),Commodities,Mine Size,Mine Type,Mineral Distribution,Town Area (acres),Peak Population
"Independence, Texas",Independence,Texas,-96.346044,30.31941,,,,,,,,0,,,,,,
"Indianola, Texas",Indianola,Texas,-96.504144,28.522745,,,,,,,,0,,,,,,
"Ireland, Texas",Ireland,Texas,-97.964783,31.565359,,,,,,,,0,,,,,,
"Islitas, Texas",Islitas,Texas,-99.652802,27.666901,,,,,,,,0,,,,,,
"Jermyn, Texas",Jermyn,Texas,-98.385564,33.26422,,,,,,,,0,,,,,,
"Jim Town, Texas",Jim Town,Texas,-84.602203,41.6436,,,,,,,,0,,,,,,
"Joinerville, Texas",Joinerville,Texas,-94.907744,32.177685,,,,,,,,0,,,,,,
"Jonesboro, Texas",Jonesboro,Texas,-97.878738,31.61517,,,,,,,,0,,,,,,
"Jud, Texas",Jud,Texas,-99.958174,33.28127,,,,,,,,0,,,,,,
"Juno, Texas",Juno,Texas,-101.100393,30.170027,,,,,,,,0,,,,,,
"Justiceburg, Texas",Justiceburg,Texas,-101.203316,33.042227,,,,,,,,0,,,,,,
"Kellyville, Texas",Kellyville,Texas,-94.408531,32.778469,,,,,,,,0,,,,,,
"Kelsey, Texas",Kelsey,Texas,-95.046074,32.730874,,,,,,,,0,,,,,,
"Kent, Texas",Kent,Texas,-104.217590,31.067474,,,,,,,,0,,,,,,
"Kimball, Texas",Kimball,Texas,-97.484772,32.107208,,,,,,,,0,,,,,,
"Kingsmill, Texas",Kingsmill,Texas,-101.043007,35.495392,,,,,,,,0,,,,,,
"Kirk, Texas",Kirk,Texas,-96.725277,31.582694,,,,,,,,0,,,,,,
"Knoxville, Texas",Knoxville,Texas,-99.393181,30.35968,,,,,,,,0,,,,,,
"La Casa, Texas",La Casa,Texas,-98.689201,32.6008,,,,,,,,0,,,,,,
"La Lomita, Texas",La Lomita,Texas,-98.663554,27.338373,,,,,,,,0,,,,,,
"La Plata, Texas",La Plata,Texas,-104.018510,29.996699,,,,,,,,0,,,,,,
"Lajitas, Texas",Lajitas,Texas,-103.775544,29.26125,,,,,,,,0,,,,,,
"Langtry, Texas",Langtry,Texas,-101.562243,29.807338,,,,,,,,0,,,,,,
"Larissa, Texas",Larissa,Texas,-95.324699,32.055801,,,,,,,,0,,,,,,
"Lawson, Texas",Lawson,Texas,-96.563477,32.706982,,,,,,,,0,,,,,,
"Leesville, Texas",Leesville,Texas,-97.744704,29.40889,,,,,,,,0,,,,,,
"Lemonville, Texas",Lemonville,Texas,-93.844989,30.214931,,,,,,,,0,,,,,,
"Levita, Texas",Levita,Texas,-97.887138,31.51593,,,,,,,,0,,,,,,
"Lobo, Texas",Lobo,Texas,-104.750961,30.810699,,,,,,,,0,,,,,,
"Locker, Texas",Locker,Texas,-103.525230,31.38401,,,,,,,,0,,,,,,
"Longfellow, Texas",Longfellow,Texas,-102.735992,30.17384,,,,,,,,0,,,,,,
"Los Ojuelos, Texas",Los Ojuelos,Texas,-98.996101,27.4028,,,,,,,,0,,,,,,
"Loyal Valley, Texas",Loyal Valley,Texas,-99.009613,30.580681,,,,,,,,0,,,,,,
"Luckenbach, Texas",Luckenbach,Texas,-98.762261,30.183267,,,,,,,,0,,,,,,
"Lyra, Texas",Lyra,Texas,-98.468597,32.555302,,,,,,,,0,,,,,,
"Lytton Springs, Texas",Lytton Springs,Texas,-97.611633,30.003281,,,,,,,,0,,,,,,
"Manda, Texas",Manda,Texas,-97.459862,30.38159,,,,,,,,0,,,,,,
"Mangum, Texas",Mangum,Texas,-98.827827,32.276741,,,,,,,,0,,,,,,
"Manning, Texas",Manning,Texas,-94.537643,31.14049,,,,,,,,0,,,,,,
"Mantua, Texas",Mantua,Texas,-95.093798,29.794262,,,,,,,,0,,,,,,
"Marysville, Texas",Marysville,Texas,-97.334602,33.770378,,,,,,,,0,,,,,,
"Maxdale, Texas",Maxdale,Texas,-97.828362,30.99114,,,,,,,,0,,,,,,
"Medicine Mound, Texas",Medicine Mound,Texas,-99.594952,34.186362,,,,,,,,0,,,,,,
"Mendota, Texas",Mendota,Texas,-100.413368,35.80101,,,,,,,,0,,,,,,
"Mentone, Texas",Mentone,Texas,-103.597549,31.707005,,,,,,,,0,,,,,,
"Mesquite, Texas",Mesquite,Texas,-96.601661,32.783038,,,,,,,,0,,,,,,
"Minters Chaple, Texas",Minters Chaple,Texas,-97.060009,32.883935,,,,,,,,0,,,,,,
"Mobeetie, Texas",Mobeetie,Texas,-100.441874,35.513645,,,,,,,,0,,,,,,
"Monthalia, Texas",Monthalia,Texas,-97.603151,29.468028,,,,,,,,0,,,,,,
"Morales, Texas",Morales,Texas,-99.103447,26.79698,,,,,,,,0,,,,,,
"Mormon or Steward's Mill, Texas",Mormon or Steward's Mill,Texas,-96.545074,33.72946,,,,,,,,0,,,,,,
"Morris Ranch, Texas",Morris Ranch,Texas,-99.007523,30.21966,,,,,,,,0,,,,,,
"Mustang Prairie, Texas",Mustang Prairie,Texas,-97.756057,29.733665,,,,,,,,0,,,,,,
"Naaman, Texas",Naaman,Texas,-96.629150,32.954891,,,,,,,,0,,,,,,
"Narcisso, Texas",Narcisso,Texas,-100.442129,33.97992,,,,,,,,0,,,,,,
"New Gulf, Texas",New Gulf,Texas,-95.899801,29.258985,,,,,,,,0,,,,,,
"New Sweden, Texas",New Sweden,Texas,-97.515488,30.404409,,,,,,,,0,,,,,,
"Newport, Texas",Newport,Texas,-98.018237,33.470952,,,,,,,,0,,,,,,
"Nix, Texas",Nix,Texas,-98.366112,31.108339,,,,,,,,0,,,,,,
"Nogal, Texas",Nogal,Texas,-95.081363,31.253962,,,,,,,,0,,,,,,
"O Daniel, Texas",O Daniel,Texas,-94.375579,32.069575,,,,,,,,0,,,,,,
"Oakland, Texas",Oakland,Texas,-96.828116,29.604718,,,,,,,,0,,,,,,
"Odds, Texas",Odds,Texas,-96.708939,31.412661,,,,,,,,0,,,,,,
"Ohio, Texas",Ohio,Texas,-98.085800,31.5392,,,,,,,,0,,,,,,
"Old Gomez, Texas",Old Gomez,Texas,-102.386588,33.181743,,,,,,,,0,,,,,,
"Olmos, Texas",Olmos,Texas,-97.819298,28.24358,,,,,,,,0,,,,,,
"Orla, Texas",Orla,Texas,-103.908499,31.82542,,,,,,,,0,,,,,,
"Orlena, Texas",Orlena,Texas,-96.301849,30.22142,,,,,,,,0,,,,,,
"Otis Chalk, Texas",Otis Chalk,Texas,-101.254532,32.127979,,,,,,,,0,,,,,,
"Padgett, Texas",Padgett,Texas,-98.907593,33.30212,,,,,,,,0,,,,,,
"Pandale, Texas",Pandale,Texas,-101.555421,30.199437,,,,,,,,0,,,,,,
"Park Springs, Texas",Park Springs,Texas,-97.818832,33.406231,,,,,,,,0,,,,,,
"Paso Real, Texas",Paso Real,Texas,-99.833412,29.852989,,,,,,,,0,,,,,,
"Peach Tree Village, Texas",Peach Tree Village,Texas,-94.613098,30.9447,,,,,,,,0,,,,,,
"Pear Valley, Texas",Pear Valley,Texas,-99.492785,31.310019,,,,,,,,0,,,,,,
"Perico, Texas",Perico,Texas,-102.867012,36.277729,,,,,,,,0,,,,,,
"Pescadito, Texas",Pescadito,Texas,-99.257202,27.5103,,,,,,,,0,,,,,,
"Phelan, Texas",Phelan,Texas,-97.318329,30.16087,,,,,,,,0,,,,,,
"Phillips, Texas",Phillips,Texas,-101.362604,35.6935,,,,,,,,0,,,,,,
"Pine Spring, Texas",Pine Spring,Texas,-95.519914,30.035825,,,,,,,,0,,,,,,
"Plemons, Texas",Plemons,Texas,-101.308601,35.8008,,,,,,,,0,,,,,,
"Poesta, Texas",Poesta,Texas,-101.377609,33.190899,,,,,,,,0,,,,,,
"Port Sullivan, Texas",Port Sullivan,Texas,-96.695297,30.865801,,,,,,,,0,,,,,,
"Porterville, Texas",Porterville,Texas,-119.016190,36.070961,,,,,,,,0,,,,,,
"Praha, Texas",Praha,Texas,-97.067493,29.670165,,,,,,,,0,,,,,,
"Preston, Texas",Preston,Texas,-96.677437,33.85014,,,,,,,,0,,,,,,
"Pringle, Texas",Pringle,Texas,-101.455794,35.950355,,,,,,,,0,,,,,,
"Proffitt, Texas",Proffitt,Texas,-98.904121,33.183128,,,,,,,,0,,,,,,
"Pumpville, Texas",Pumpville,Texas,-101.736559,29.9443,,,,,,,,0,,,,,,
"Pyote, Texas",Pyote,Texas,-103.126864,31.5347,,,,,,,,0,,,,,,
"Quihi, Texas",Quihi,Texas,-99.031319,29.3932,,,,,,,,0,,,,,,
"Red Barn, Texas",Red Barn,Texas,-94.695959,30.894529,,,,,,,,0,,,,,,
"Red River Station, Texas",Red River Station,Texas,-96.191324,30.53007,,,,,,,,0,,,,,,
"Ross City, Texas",Ross City,Texas,-101.292793,32.096519,,,,,,,,0,,,,,,
"Runnels City, Texas",Runnels City,Texas,-99.975113,31.82971,,,,,,,,0,,,,,,
"Salona, Texas",Salona,Texas,-97.745247,33.54631,,,,,,,,0,,,,,,
"Salt Branch, Texas",Salt Branch,Texas,-96.509512,33.101843,,,,,,,,0,,,,,,
"Salt Flat, Texas",Salt Flat,Texas,-105.200609,31.747085,,,,,,,,0,,,,,,
"Salt Gap, Texas",Salt Gap,Texas,-99.599678,31.313511,,,,,,,,0,,,,,,
"Samfordyce, Texas",Samfordyce,Texas,-98.524155,26.254879,,,,,,,,0,,,,,,
"Sanco, Texas",Sanco,Texas,-100.551788,32.00938,,,,,,,,0,,,,,,
"Santa Helena, Texas",Santa Helena,Texas,-98.467836,26.765623,,,,,,,,0,,,,,,
"Santa Rita, Texas",Santa Rita,Texas,-101.656700,31.223301,,,,,,,,0,,,,,,
"Santo TomÃ¡s, Texas",Santo TomÃ¡s,Texas,-97.107340,30.93995,,,,,,,,0,,,,,,
"Savage, Texas",Savage,Texas,-101.433563,33.59343,,,,,,,,0,,,,,,
"Senterfitt, Texas",Senterfitt,Texas,-98.436897,31.1978,,,,,,,,0,,,,,,
"Shafter, Texas",Shafter,Texas,-104.307934,29.816329,,,,,,,,0,,,,,,
"Shannon, Texas",Shannon,Texas,-98.260059,33.473844,,,,,,,,0,,,,,,
"Sherwood, Texas",Sherwood,Texas,-100.810579,31.283825,,,,,,,,0,,,,,,
"Signal Hill, Texas",Signal Hill,Texas,-97.130112,32.011261,,,,,,,,0,,,,,,
"Silver or Sulphuria, Texas",Silver or Sulphuria,Texas,-100.680889,32.071,,,,,,,,0,,,,,,
"Sipe Springs, Texas",Sipe Springs,Texas,-98.781799,32.09071,,,,,,,,0,,,,,,
"Sivell s Bend, Texas",Sivell s Bend,Texas,-98.667620,33.005035,,,,,,,,0,,,,,,
"Slide, Texas",Slide,Texas,-101.928639,33.414005,,,,,,,,0,,,,,,
"Smeltertown, Texas",Smeltertown,Texas,-106.507469,31.7778,,,,,,,,0,,,,,,
"Smithfield, Texas",Smithfield,Texas,-97.218231,32.868858,,,,,,,,0,,,,,,
"Soash, Texas",Soash,Texas,-95.911362,33.745571,,,,,,,,0,,,,,,
"Spanish Fort, Texas",Spanish Fort,Texas,-97.615669,33.94553,,,,,,,,0,,,,,,
"Spurlin, Texas",Spurlin,Texas,-98.138603,31.843599,,,,,,,,0,,,,,,
"Starrville, Texas",Starrville,Texas,-95.100226,32.470717,,,,,,,,0,,,,,,
"Sterling, Texas",Sterling,Texas,-101.044594,31.821819,,,,,,,,0,,,,,,
"Stiles, Texas",Stiles,Texas,-101.560486,31.409307,,,,,,,,0,,,,,,
"Swartwout, Texas",Swartwout,Texas,-95.004700,30.6383,,,,,,,,0,,,,,,
"Sweet Home, Texas",Sweet Home,Texas,-97.070099,29.346665,,,,,,,,0,,,,,,
"Tarrant, Texas",Tarrant,Texas,-97.291313,32.77158,,,,,,,,0,,,,,,
"Tascosa, Texas",Tascosa,Texas,-102.267639,35.538639,,,,,,,,0,,,,,,
"Tehuacana, Texas",Tehuacana,Texas,-96.547279,31.74083,,,,,,,,0,,,,,,
"Telegraph, Texas",Telegraph,Texas,-99.906849,30.329138,,,,,,,,0,,,,,,
"Telico, Texas",Telico,Texas,-96.510885,32.371951,,,,,,,,0,,,,,,
"Terlingua, Texas",Terlingua,Texas,-103.614399,29.321032,,,,,,,,0,,,,,,
"Texana, Texas",Texana,Texas,-84.035953,35.094958,,,,,,,,0,,,,,,
"Texla, Texas",Texla,Texas,-93.880798,30.219999,,,,,,,,0,,,,,,
"Texon, Texas",Texon,Texas,-101.680143,31.224562,,,,,,,,0,,,,,,
"The Grove, Texas",The Grove,Texas,-97.525421,31.273741,,,,,,,,0,,,,,,
"Theney, Texas",Theney,Texas,-97.592651,30.763901,,,,,,,,0,,,,,,
"Thurber, Texas",Thurber,Texas,-98.417574,32.507235,,,,,,,,0,,,,,,
"Tokio, Texas",Tokio,Texas,-102.585509,33.18173,,,,,,,,0,,,,,,
"Tolbert, Texas",Tolbert,Texas,-99.414539,34.22666,,,,,,,,0,,,,,,
"Toyah, Texas",Toyah,Texas,-103.791034,31.31364,,,,,,,,0,,,,,,
"Trickham, Texas",Trickham,Texas,-99.231133,31.588131,,,,,,,,0,,,,,,
"Tucker, Texas",Tucker,Texas,-95.754539,31.66507,,,,,,,,0,,,,,,
"Tuff, Texas",Tuff,Texas,-99.403297,29.7689,,,,,,,,0,,,,,,
"Tuleta, Texas",Tuleta,Texas,-97.799716,28.570349,,,,,,,,0,,,,,,
"Upton, Texas",Upton,Texas,-102.046532,31.365789,,,,,,,,0,,,,,,
"Utica, Texas",Utica,Texas,-75.242752,43.095779,,,,,,,,0,,,,,,
"Virginia City, Texas",Virginia City,Texas,-95.936404,28.98957,,,,,,,,0,,,,,,
"Washington-On-The-Brazos, Texas",Washington-On-The-Brazos,Texas,-96.154411,30.3276,,,,,,,,0,,,,,,
"Watson, Texas",Watson,Texas,-98.724190,31.86301,,,,,,,,0,,,,,,
"White City, Texas",White City,Texas,-99.353867,34.27832,,,,,,,,0,,,,,,
"White Way, Texas",White Way,Texas,-97.968872,31.641635,,,,,,,,0,,,,,,
"Whon, Texas",Whon,Texas,-99.306961,31.490351,,,,,,,,0,,,,,,
"Wild Cat Bluff, Texas",Wild Cat Bluff,Texas,-98.545124,30.820998,,,,,,,,0,,,,,,
"Zella, Texas",Zella,Texas,-98.792801,28.562799,,,,,,,,0,,,,,,
"Ziler, Texas",Ziler,Texas,-101.402031,32.273022,,,,,,,,0,,,,,,
"Zorn, Texas",Zorn,Texas,-97.948184,29.75222,,,,,,,,0,,,,,,
"Zuehl, Texas",Zuehl,Texas,-98.167443,29.505295,,,,,,,,0,,,,,,
"Alunite, Utah",Alunite,Utah,-112.247047,38.38052,,,,,,,,0,,,,,,
"Bingham Canyon, Utah",Bingham Canyon,Utah,-112.096944,40.566107,,,,,,,,0,,,,,,
"Black Rock, Utah",Black Rock,Utah,-112.984306,38.716049,,,,,,,,0,,,,,,
"Blue Creek, Utah",Blue Creek,Utah,-112.457039,41.8615,,,,,,,,0,,,,,,
"Bullion, Utah",Bullion,Utah,-111.913101,40.6483,,,,,,,,0,,,,,,
"Bullionville, Utah",Bullionville,Utah,-109.573212,40.70266,,,,,,,,0,,,,,,
"Caineville, Utah",Caineville,Utah,-111.018523,38.335092,,,,,,,,0,,,,,,
"Castle Gate, Utah",Castle Gate,Utah,-110.866669,39.727779,,,,,,,,0,,,,,,
"Castleton, Utah",Castleton,Utah,-109.316940,38.603889,,,,,,,,0,,,,,,
"Cisco, Utah",Cisco,Utah,-109.321924,38.969336,,,,,,,,0,,,,,,
"Coal City, Utah",Coal City,Utah,-111.015602,39.666698,,,,,,,,0,,,,,,
"Colton, Utah",Colton,Utah,-110.964211,39.831131,,,,,,,,0,,,,,,
"Connellsville, Utah",Connellsville,Utah,-79.588783,40.017792,,,,,,,,0,,,,,,
"Dewey, Utah",Dewey,Utah,-109.301102,38.813622,,,,,,,,0,,,,,,
"Diamond, Utah",Diamond,Utah,-112.101997,39.90118,,,,,,,,0,,,,,,
"Dividend, Utah",Dividend,Utah,-112.058388,39.958111,,,,,,,,0,,,,,,
"Dragon, Utah",Dragon,Utah,-109.073387,39.786331,,,,,,,,0,,,,,,
"Eagle Mountain, Utah",Eagle Mountain,Utah,-112.014762,40.3066676,,,,,,,,0,,,,,,
"Elgin, Utah",Elgin,Utah,-110.145073,38.987598,,,,,,,,0,,,,,,
"Eureka, Utah",Eureka,Utah,-112.120224,39.9541166,,,,,,,,0,,,,,,
"Forest City, Utah",Forest City,Utah,-111.466890,40.797419,,,,,,,,0,,,,,,
"Frisco, Utah",Frisco,Utah,-113.245201,38.461552,,,,,,,,0,,,,,,
"Fruita, Utah",Fruita,Utah,-111.251778,38.287891,,,,,,,,0,,,,,,
"Georgetown, Utah",Georgetown,Utah,-111.995598,40.639702,,,,,,,,0,,,,,,
"Gold Hill, Utah",Gold Hill,Utah,-113.827393,40.17025,,,,,,,,0,,,,,,
"Grafton, Utah",Grafton,Utah,-113.104388,37.1677607,,,,,,,,0,,,,,,
"Grafton, Utah",Grafton,Utah,-113.081100,37.16732,,,,,,,,0,,,,,,
"Grass Creek, Utah",Grass Creek,Utah,-86.405167,40.94767,,,,,,,,0,,,,,,
"Greendale, Utah",Greendale,Utah,-109.496941,40.887501,,,,,,,,0,,,,,,
"Hailstone, Utah",Hailstone,Utah,-111.406326,40.594238,,,,,,,,0,,,,,,
"Hamilton Fort, Utah",Hamilton Fort,Utah,-113.156821,37.6099511,,,,,,,,0,,,,,,
"Harrisburg, Utah",Harrisburg,Utah,-113.395180,37.204681,,,,,,,,0,,,,,,
"Hiawatha, Utah",Hiawatha,Utah,-111.011497,39.48502,,,,,,,,0,,,,,,
"Hillsdale, Utah",Hillsdale,Utah,-112.382150,37.7191459,,,,,,,,0,,,,,,
"Homansville, Utah",Homansville,Utah,-112.083801,39.973351,,,,,,,,0,,,,,,
"Iosepa, Utah",Iosepa,Utah,-112.743599,40.537201,,,,,,,,0,,,,,,
"Johnson, Utah",Johnson,Utah,-111.866699,40.6422,,,,,,,,0,,,,,,
"Keetley, Utah",Keetley,Utah,-111.399200,40.644089,,,,,,,,0,,,,,,
"Kelton, Utah",Kelton,Utah,-113.118309,41.745911,,,,,,,,0,,,,,,
"Lark, Utah",Lark,Utah,-112.090630,40.526299,,,,,,,,0,,,,,,
"Latuda, Utah",Latuda,Utah,-110.944511,39.70377,,,,,,,,0,,,,,,
"Lincoln, Utah",Lincoln,Utah,-112.255829,40.564819,,,,,,,,0,,,,,,
"Lucin, Utah",Lucin,Utah,-113.902542,41.352451,,,,,,,,0,,,,,,
"Lund, Utah",Lund,Utah,-113.431137,38.007111,,,,,,,,0,,,,,,
"Mammoth, Utah",Mammoth,Utah,-112.126732,39.925941,,,,,,,,0,,,,,,
"McCornick, Utah",McCornick,Utah,-112.409508,39.217541,,,,,,,,0,,,,,,
"Mercur, Utah",Mercur,Utah,-112.209167,40.321011,,,,,,,,0,,,,,,
"Mill Fork, Utah",Mill Fork,Utah,-111.313568,39.965939,,,,,,,,0,,,,,,
"Modena, Utah",Modena,Utah,-113.924141,37.7988558,,,,,,,,0,,,,,,
"Modena, Utah",Modena,Utah,-113.925244,37.802584,,,,,,,,0,,,,,,
"Mohrland, Utah",Mohrland,Utah,-110.986679,39.439651,,,,,,,,0,,,,,,
"Mosida, Utah",Mosida,Utah,-111.950569,40.12709,,,,,,,,0,,,,,,
"Newhouse, Utah",Newhouse,Utah,-113.340584,38.47506,,,,,,,,0,,,,,,
"Ophir, Utah",Ophir,Utah,-112.255320,40.3695683,,,,,,,,0,,,,,,
"Osiris, Utah",Osiris,Utah,-111.961582,38.0222066,,,,,,,,0,,,,,,
"Paria, Utah",Paria,Utah,-111.955147,37.249722,,,,,,,,0,,,,,,
"Peerless, Utah",Peerless,Utah,-110.910522,39.698849,,,,,,,,0,,,,,,
"Rainbow, Utah",Rainbow,Utah,-109.188843,39.848171,,,,,,,,0,,,,,,
"Rockport, Utah",Rockport,Utah,-111.333000,40.737701,,,,,,,,0,,,,,,
"Round Valley, Utah",Round Valley,Utah,-111.364014,41.814381,,,,,,,,0,,,,,,
"Royal, Utah",Royal,Utah,-110.880920,39.746681,,,,,,,,0,,,,,,
"Scranton, Utah",Scranton,Utah,-111.981471,40.633035,,,,,,,,0,,,,,,
"Sego, Utah",Sego,Utah,-109.704109,39.032951,,,,,,,,0,,,,,,
"Silver City, Utah",Silver City,Utah,-112.143768,39.91769,,,,,,,,0,,,,,,
"Silver Reef, Utah",Silver Reef,Utah,-113.367012,37.25285,,,,,,,,0,,,,,,
"Soldier Summit, Utah",Soldier Summit,Utah,-111.075638,39.92823,,,,,,,,0,,,,,,
"Spring Canyon, Utah",Spring Canyon,Utah,-111.496074,39.480245,,,,,,,,0,,,,,,
"Standardville, Utah",Standardville,Utah,-110.926392,39.696732,,,,,,,,0,,,,,,
"Sulphurdale, Utah",Sulphurdale,Utah,-112.579491,38.560921,,,,,,,,0,,,,,,
"Temple Mountain, Utah",Temple Mountain,Utah,-110.681825,38.6885833,,,,,,,,0,,,,,,
"Terrace, Utah",Terrace,Utah,-111.970802,41.247501,,,,,,,,0,,,,,,
"Thistle, Utah",Thistle,Utah,-111.487190,39.995781,,,,,,,,0,,,,,,
"Thompson, Utah",Thompson,Utah,-110.182377,40.871059,,,,,,,,0,,,,,,
"Tucker, Utah",Tucker,Utah,-111.206810,39.946331,,,,,,,,0,,,,,,
"Upper Kanab, Utah",Upper Kanab,Utah,-112.527333,37.04813,,,,,,,,0,,,,,,
"Victor, Utah",Victor,Utah,-110.722427,39.401482,,,,,,,,0,,,,,,
"Wahsatch, Utah",Wahsatch,Utah,-111.110680,41.19981,,,,,,,,0,,,,,,
"Watson, Utah",Watson,Utah,-111.861702,40.594398,,,,,,,,0,,,,,,
"Wattis, Utah",Wattis,Utah,-111.015381,39.530251,,,,,,,,0,,,,,,
"Widtsoe, Utah",Widtsoe,Utah,-111.995469,37.8322066,,,,,,,,0,,,,,,
"Widtsoe, Utah",Widtsoe,Utah,-111.991440,37.833981,,,,,,,,0,,,,,,
"Winter Quarters, Utah",Winter Quarters,Utah,-111.181099,39.72023,,,,,,,,0,,,,,,
"Woodside, Utah",Woodside,Utah,-110.342293,39.262291,,,,,,,,0,,,,,,
"Yost, Utah",Yost,Utah,-113.545982,41.956799,,,,,,,,0,,,,,,
"Glastenbury, Vermont",Glastenbury,Vermont,-73.139940,42.998669,,,,,,,,0,,,,,,
"Lewiston, Vermont",Lewiston,Vermont,-72.302269,43.704208,,,,,,,,0,,,,,,
"Ricker Basin or Smith Family Farms, Vermont",Ricker Basin or Smith Family Farms,Vermont,-72.451218,43.871769,,,,,,,,0,,,,,,
"Somerset, Vermont",Somerset,Vermont,-72.967798,42.970664,,,,,,,,0,,,,,,
"Bigler s Mill, Virginia",Bigler s Mill,Virginia,-78.631840,39.519712,,,,,,,,0,,,,,,
"Ca Ira, Virginia",Ca Ira,Virginia,-78.342377,37.490082,,,,,,,,0,,,,,,
"Elko Tract, Virginia",Elko Tract,Virginia,-77.212646,37.473862,,,,,,,,0,,,,,,
"Falling Creek, Virginia",Falling Creek,Virginia,-79.860001,37.2967,,,,,,,,0,,,,,,
"Jamestown, Virginia",Jamestown,Virginia,-76.775467,37.2132,,,,,,,,0,,,,,,
"Lackey, Virginia",Lackey,Virginia,-76.552910,37.230919,,,,,,,,0,,,,,,
"Lignite, Virginia",Lignite,Virginia,-79.980026,37.62421,,,,,,,,0,,,,,,
"Potomac, Virginia",Potomac,Virginia,-80.584269,40.153544,,,,,,,,0,,,,,,
"Warwick, Virginia",Warwick,Virginia,-77.425568,37.458569,,,,,,,,0,,,,,,
"Westham, Virginia",Westham,Virginia,-77.539589,37.588772,,,,,,,,0,,,,,,
"Ainsworth, Washington",Ainsworth,Washington,-91.550568,41.287899,,,,,,,,0,,,,,,
"Alpine, Washington",Alpine,Washington,-122.423103,45.7883,,,,,,,,0,,,,,,
"Attalia, Washington",Attalia,Washington,-118.910179,46.087559,,,,,,,,0,,,,,,
"Baird, Washington",Baird,Washington,-119.416206,47.619801,,,,,,,,0,,,,,,
"Blewett, Washington",Blewett,Washington,-120.658859,47.42572,,,,,,,,0,,,,,,
"Bodie, Washington",Bodie,Washington,-118.901337,48.804062,,,,,,,,0,,,,,,
"Bossburg, Washington",Bossburg,Washington,-118.033020,48.764351,,,,,,,,0,,,,,,
"Chesaw, Washington",Chesaw,Washington,-119.051178,48.94614,,,,,,,,0,,,,,,
"Curlew, Washington",Curlew,Washington,-118.601012,48.880607,,,,,,,,0,,,,,,
"Disautel, Washington",Disautel,Washington,-119.230186,48.356979,,,,,,,,0,,,,,,
"Elberton, Washington",Elberton,Washington,-117.221764,46.98177,,,,,,,,0,,,,,,
"Frankfort, Washington",Frankfort,Washington,-123.803329,46.300892,,,,,,,,0,,,,,,
"Franklin, Washington",Franklin,Washington,-118.828072,46.465939,,,,,,,,0,,,,,,
"Goshen, Washington",Goshen,Washington,-93.989937,36.101879,,,,,,,,0,,,,,,
"Hanford, Washington",Hanford,Washington,-119.383499,46.580448,,,,,,,,0,,,,,,
"Havillah, Washington",Havillah,Washington,-119.193047,48.843651,,,,,,,,0,,,,,,
"Kennedy, Washington",Kennedy,Washington,-80.104340,40.479839,,,,,,,,0,,,,,,
"Kopiah, Washington",Kopiah,Washington,-122.814903,46.70789,,,,,,,,0,,,,,,
"Liberty, Washington",Liberty,Washington,-120.675079,47.250092,,,,,,,,0,,,,,,
"Molson, Washington",Molson,Washington,-119.200394,48.981949,,,,,,,,0,,,,,,
"Old Torodah, Washington",Old Torodah,Washington,-118.912724,48.775199,,,,,,,,0,,,,,,
"Orient, Washington",Orient,Washington,-118.208132,48.867687,,,,,,,,0,,,,,,
"Pinkney City, Washington",Pinkney City,Washington,-117.844940,48.583672,,,,,,,,0,,,,,,
"Queets, Washington",Queets,Washington,-124.358192,47.560429,,,,,,,,0,,,,,,
"Sheridan, Washington",Sheridan,Washington,-89.999763,30.868311,,,,,,,,0,,,,,,
"Skagit City, Washington",Skagit City,Washington,-122.334900,48.383259,,,,,,,,0,,,,,,
"Tono, Washington",Tono,Washington,-122.822800,46.7761,,,,,,,,0,,,,,,
"Trinidad, Washington",Trinidad,Washington,-76.985977,38.90543,,,,,,,,0,,,,,,
"Trinity, Washington",Trinity,Washington,-120.848534,48.070469,,,,,,,,0,,,,,,
"Weston, Washington",Weston,Washington,-92.981712,45.188919,,,,,,,,0,,,,,,
"White Bluffs, Washington",White Bluffs,Washington,-119.485359,46.663841,,,,,,,,0,,,,,,
"Blue Sulphur Springs, West Virginia",Blue Sulphur Springs,West Virginia,-80.641853,37.831749,,,,,,,,0,,,,,,
"Brink, West Virginia",Brink,West Virginia,-80.346397,37.845001,,,,,,,,0,,,,,,
"Devon, West Virginia",Devon,West Virginia,-82.059387,37.55407,,,,,,,,0,,,,,,
"Eagle, West Virginia",Eagle,West Virginia,-81.308533,38.164478,,,,,,,,0,,,,,,
"Freed, West Virginia",Freed,West Virginia,-81.081520,39.008739,,,,,,,,0,,,,,,
"Goodwill, West Virginia",Goodwill,West Virginia,-81.290268,37.354439,,,,,,,,0,,,,,,
"Jerryville, West Virginia",Jerryville,West Virginia,-80.300957,38.418152,,,,,,,,0,,,,,,
"Layland, West Virginia",Layland,West Virginia,-81.101791,37.856682,,,,,,,,0,,,,,,
"Lobelia, West Virginia",Lobelia,West Virginia,-80.290619,38.133141,,,,,,,,0,,,,,,
"Pearlytown, West Virginia",Pearlytown,West Virginia,-79.554703,38.9828,,,,,,,,0,,,,,,
"Putney, West Virginia",Putney,West Virginia,-81.363510,38.295681,,,,,,,,0,,,,,,
"Rutherford, West Virginia",Rutherford,West Virginia,-81.215607,39.141579,,,,,,,,0,,,,,,
